text,intent
I forgot to apply my coupon OFF15. thanks.,coupon_apply
I want to give 5 stars.,product_review
Can you tell me Any update on my delivery?,track_order
Please Can I change shipping address to Surat?,change_address
"Can you tell me I put the wrong address, please change it.",change_address
I want to know Refund status for my returned perfume? please.,refund_status
Can you tell me Is express delivery available?,delivery_time
Add a gift message. please.,gift_wrapping
I want to know I want to leave a rating. ASAP.,product_review
I want to know How can I return order ORD6478? please.,return_product
Please Take my complaint.,complaint_register
Modify my order items. ASAP.,order_modify
Please Update my cart for order ORD6328. please.,order_modify
I want to know Is express delivery available? now.,delivery_time
I want to know I haven't received my refund yet.,refund_status
I want to know Can I get a customer service representative? now.,human_escalate
Please Deliver this to Pune instead. please.,change_address
Urgent: Add a gift message. ASAP.,gift_wrapping
Can you tell me Tell me about the warranty terms. ASAP.,warranty_info
Has my jeans been shipped? thanks.,track_order
When will the amount reflect in my bank account?,refund_status
Check if size XXL is there for kurta. please.,product_availability
How much is shipping to Surat? thanks.,shipping_cost
I want to know Complaint about the courier in Surat. now.,complaint_register
Please Leave a comment on the product. ASAP.,product_review
Please What are your business hours? thanks.,store_hours
"Hi, How long does shipping take?",delivery_time
"Hi, Is physical damage covered under warranty? ASAP.",warranty_info
Please When will I get my refund? now.,refund_status
I want to modify order ORD2257. ASAP.,order_modify
"Hi, Can I buy wholesale?",bulk_order
Urgent: Will I receive my order by 10th October? now.,delivery_time
"Hi, How many months of warranty for laptop?",warranty_info
Urgent: How to add a product review? please.,product_review
Can you tell me I want to give 5 stars. please.,product_review
Please I want to exchange this watch.,exchange_product
Can you tell me My login is failing.,account_login
Urgent: Can you track my order? thanks.,track_order
Payment failed but amount was debited. please.,payment_issue
Why can't I apply this discount? thanks.,coupon_apply
Please What are the shipping fees? ASAP.,shipping_cost
My account is locked.,account_login
I ordered 10 but I want more.,order_modify
Urgent: What is the delivery charge?,shipping_cost
Urgent: What is the warranty on this perfume? now.,warranty_info
Please How to share my feedback on the mobile? ASAP.,product_review
Is the warranty valid in Surat? now.,warranty_info
Urgent: I want to change my delivery address.,change_address
How to add a product review? now.,product_review
Urgent: Call me back. ASAP.,human_escalate
Urgent: Let me speak to customer care. thanks.,human_escalate
I want to review order ORD5104. please.,product_review
I need to order mobile in bulk.,bulk_order
"Hi, What time does your store open? please.",store_hours
How to claim guarantee? thanks.,warranty_info
I want to know Can I apply coupon on mobile? now.,coupon_apply
"Can you tell me I changed my mind, cancel order ORD4112. now.",cancel_order
I want to know Call me back. now.,human_escalate
Please Can I rate the seller? now.,product_review
I want to know Can I buy wholesale? please.,bulk_order
Can you tell me Call me back. ASAP.,human_escalate
Urgent: Where is my money for order ORD8281? please.,refund_status
I want to know Can I change the attributes of order ORD7222? please.,order_modify
What are your business hours? now.,store_hours
I want to know My payment is stuck.,payment_issue
Warranty period please. ASAP.,warranty_info
Can you tell me How much is shipping to Bangalore?,shipping_cost
Please I want to review order ORD9477. now.,product_review
I want to exchange this perfume.,exchange_product
I want to know What is the delivery charge? please.,shipping_cost
Where can I write a product review? thanks.,product_review
Please Schedule a pickup for returning my order.,return_product
I want to know Any update on my delivery? please.,track_order
Can you conceal the price tag? please.,gift_wrapping
Can you tell me I haven't received my refund yet. thanks.,refund_status
"Hi, The service for order ORD6658 was terrible. ASAP.",complaint_register
Urgent: Can I add saree to my current order? please.,order_modify
Urgent: Are you open yesterday? thanks.,store_hours
Can you tell me I need to update my shipping details.,change_address
I want to know I want gift packaging for order ORD9551. please.,gift_wrapping
"Hi, Your customer service is bad, I want to complain.",complaint_register
"Hi, Take back my order.",return_product
"Hi, What is your return policy? ASAP.",return_product
I want to know Please credit my refund. ASAP.,refund_status
"Hi, Can I get free delivery on kurta? now.",shipping_cost
Is shipping free? please.,shipping_cost
Please How long does shipping take? please.,delivery_time
Please I was charged twice for order ORD1273. ASAP.,payment_issue
Cancel the laptop I bought.,cancel_order
Urgent: Please credit my refund.,refund_status
Refund status for my returned mobile?,refund_status
Can you wrap this watch as a gift?,gift_wrapping
Can you tell me How many days for the refund to process?,refund_status
Can you tell me Is express delivery available? now.,delivery_time
Can you tell me How to share my feedback on the t-shirt?,product_review
I want to modify order ORD5669.,order_modify
"This saree is defective, I need a return. thanks.",return_product
Give me the tracking link for my t-shirt.,track_order
I want to exchange this laptop. ASAP.,exchange_product
"Hi, When is the expected delivery? thanks.",delivery_time
Urgent: Promo code OFF19 is not accepted.,coupon_apply
Urgent: What are your business hours? now.,store_hours
"Can you tell me I put the wrong address, please change it. ASAP.",change_address
I want to know Transfer me to a real person. thanks.,human_escalate
Is there an option to send jeans as a gift? please.,gift_wrapping
Please Connect me to an agent. thanks.,human_escalate
Can you tell me Is my order out for delivery? now.,track_order
Please What time does your store open?,store_hours
Can you tell me Coupon OFF31 says invalid.,coupon_apply
Cancel this order immediately.,cancel_order
Can you tell me Call me back.,human_escalate
Can I add t-shirt to my current order?,order_modify
I want to know Can I change shipping address to Chennai? now.,change_address
Is shipping free?,shipping_cost
Urgent: I want to track order ORD9660. thanks.,track_order
I want to know Can I upload photos for my review of watch? please.,product_review
Do I have to pay shipping for order ORD5215? please.,shipping_cost
When will my order ORD1825 be delivered? ASAP.,delivery_time
I want to know Replace this kurta with a larger one. thanks.,exchange_product
"Hi, How many months of warranty for saree?",warranty_info
"Hi, Payment issue with my recent transaction. ASAP.",payment_issue
"Hi, Take back my order. ASAP.",return_product
Promo code OFF14 is not accepted.,coupon_apply
Stop the shipment for ORD3958. now.,cancel_order
Can you tell me When do you close today?,store_hours
I need to update my shipping details. thanks.,change_address
Can you tell me I was charged twice for order ORD2654. please.,payment_issue
Register a complaint regarding order ORD4078.,complaint_register
Urgent: Add a gift message. please.,gift_wrapping
How fast can you deliver to Chennai? thanks.,delivery_time
Can you tell me Cancel this order immediately.,cancel_order
Unable to sign in.,account_login
I want to know Can I add watch to my current order? ASAP.,order_modify
I want to change the items I bought. thanks.,order_modify
"Please The app says payment failed, but my bank says successful. thanks.",payment_issue
Urgent: Are you open Friday? ASAP.,store_hours
Can you tell me Can I return the perfume I bought 15th August? please.,return_product
Urgent: How many days to deliver to Delhi?,delivery_time
Tell me about the warranty terms.,warranty_info
Please Tell me about the warranty terms. please.,warranty_info
Urgent: Register a complaint regarding order ORD8448.,complaint_register
I want to send the saree back. ASAP.,return_product
I want to know What is the delivery charge? thanks.,shipping_cost
I want to know Corporate order for our office in Pune. ASAP.,bulk_order
Can you tell me Can I exchange size 7 for another size? please.,exchange_product
I want to know Availability of perfume please. please.,product_availability
Can you tell me I am tired of talking to a bot.,human_escalate
Can you tell me Please credit my refund. thanks.,refund_status
Urgent: Check if size XXL is there for perfume. now.,product_availability
Can I upload photos for my review of kurta? please.,product_review
"Hi, Shipping charges are too high. ASAP.",shipping_cost
Please I forgot to apply my coupon OFF48. thanks.,coupon_apply
What is the warranty on this perfume?,warranty_info
Is express delivery available? now.,delivery_time
I need to report an issue with the delivery.,complaint_register
"Hi, Do you have this in stock? please.",product_availability
Urgent: What is the warranty on this mobile?,warranty_info
Urgent: Leave a comment on the product.,product_review
I want to send the kurta back. now.,return_product
Please How to get bulk pricing? ASAP.,bulk_order
"Can you tell me I don't need the shoes anymore, cancel. thanks.",cancel_order
I want to place a bulk order. ASAP.,bulk_order
"Hi, Coupon OFF44 says invalid. ASAP.",coupon_apply
I want to know Where is my money for order ORD9467? thanks.,refund_status
"Your customer service is bad, I want to complain. now.",complaint_register
When will the amount reflect in my bank account? thanks.,refund_status
Call me back.,human_escalate
Please My coupon code OFF29 is not working. thanks.,coupon_apply
"Hi, Can I cancel the order I placed 2 days ago?",cancel_order
Please Do you offer gift wrapping? ASAP.,gift_wrapping
I want to know Modify the delivery location.,change_address
Can you tell me Call me back.,human_escalate
When will order ORD2446 arrive? thanks.,track_order
Please Help me recover my account. now.,account_login
Urgent: I am waiting for my refund since Monday. please.,refund_status
I want to know I forgot to apply my coupon OFF18.,coupon_apply
Coupon OFF30 says invalid. now.,coupon_apply
Please Delivery time for watch? thanks.,delivery_time
Exchange my order ORD1224.,exchange_product
I want to know How many days for the refund to process?,refund_status
Update the address for order ORD5669. please.,change_address
"Hi, Can I rate the seller?",product_review
Urgent: I want this watch. Is it available? please.,product_availability
Urgent: Can I apply coupon on shoes?,coupon_apply
Cancel the laptop I bought.,cancel_order
"Hi, I want to cancel my order.",cancel_order
"Hi, Is my order out for delivery?",track_order
Please Availability of jeans please.,product_availability
How do I reset my password? please.,account_login
"Urgent: The app says payment failed, but my bank says successful.",payment_issue
I want to order 13 of watch. now.,bulk_order
Can you tell me I haven't received my refund yet. now.,refund_status
Can you tell me When do you close today? now.,store_hours
Urgent: Coupon OFF23 says invalid. ASAP.,coupon_apply
Shipping charges are too high. ASAP.,shipping_cost
Delivery time for bag?,delivery_time
I am tired of talking to a bot.,human_escalate
Please We are looking to purchase large quantities. ASAP.,bulk_order
"Hi, When will I get my refund? thanks.",refund_status
My coupon code OFF25 is not working. ASAP.,coupon_apply
Can you tell me Replace this saree with a larger one. ASAP.,exchange_product
Please Will I receive my order by yesterday?,delivery_time
"Hi, Can I exchange size 10 for another size? thanks.",exchange_product
"Hi, I need to report an issue with the delivery.",complaint_register
Check if size L is there for kurta. now.,product_availability
Please Can I rate the seller? please.,product_review
I want to know I need to update my shipping details. ASAP.,change_address
Can I alter my recent order? thanks.,order_modify
I want to know Human intervention required.,human_escalate
I want to know I am very disappointed with the laptop. ASAP.,complaint_register
I want to know Take my complaint. please.,complaint_register
I want to change my delivery address.,change_address
Can you tell me How to add a product review?,product_review
Please I want to place a bulk order.,bulk_order
Urgent: Bulk discount available? ASAP.,bulk_order
Urgent: Unable to sign in. now.,account_login
Store opening schedule? ASAP.,store_hours
"Hi, Do you provide a discount for 56 pieces of watch? please.",bulk_order
Can you tell me Can I add saree to my current order? ASAP.,order_modify
Can I get free delivery on kurta? please.,shipping_cost
Urgent: How long does shipping take? now.,delivery_time
I am very disappointed with the kurta. ASAP.,complaint_register
Replace this watch with a larger one. thanks.,exchange_product
Can you tell me I forgot to apply my coupon OFF26. ASAP.,coupon_apply
Please Does it come with a guarantee? thanks.,warranty_info
Urgent: Promo code OFF44 is not accepted. thanks.,coupon_apply
Urgent: Are there any units left for bag?,product_availability
Please Change the quantity to 76. ASAP.,order_modify
Can you tell me Help me recover my account.,account_login
Urgent: How much is shipping to Mumbai? now.,shipping_cost
I want to know I want to place a bulk order.,bulk_order
"Can you tell me I put the wrong address, please change it. thanks.",change_address
Urgent: Refund status for my returned perfume?,refund_status
I want to know Connect me to an agent. ASAP.,human_escalate
Urgent: How to share my feedback on the laptop? now.,product_review
Please Can I get free delivery on mobile? thanks.,shipping_cost
Why are you charging for delivery?,shipping_cost
"Hi, I want to exchange this mobile. thanks.",exchange_product
Delivery time for bag? ASAP.,delivery_time
"Hi, When do you close today? please.",store_hours
"Hi, When is the expected delivery?",delivery_time
Change my address for order ORD2294. ASAP.,change_address
When is the expected delivery? ASAP.,delivery_time
Please Can I add jeans to my current order? now.,order_modify
Please Can I get a customer service representative?,human_escalate
Urgent: How to claim guarantee? now.,warranty_info
Urgent: What is your return policy? please.,return_product
"Hi, Has my t-shirt been shipped? thanks.",track_order
Urgent: Connect me to an agent. now.,human_escalate
"Hi, The item is damaged, I need to return it.",return_product
I want to know Does it come with a guarantee? ASAP.,warranty_info
Can you tell me Money deducted but order not placed.,payment_issue
Urgent: I forgot my password. ASAP.,account_login
I want to know I want to change my delivery address. ASAP.,change_address
Why is my payment pending? thanks.,payment_issue
Can you tell me Do you have this in stock? ASAP.,product_availability
What does the warranty cover? thanks.,warranty_info
Can you tell me Where can I register my grievance? now.,complaint_register
Can you tell me Are you currently open? thanks.,store_hours
I want to know Deliver this to Pune instead.,change_address
Update my cart for order ORD7180.,order_modify
Please credit my refund. now.,refund_status
How much is shipping to Mumbai? ASAP.,shipping_cost
Can you tell me Schedule a pickup for returning my order. please.,return_product
I want to know I want to review order ORD9334. thanks.,product_review
Can I buy wholesale?,bulk_order
Can you tell me How do I review this jeans? now.,product_review
Where is my order? thanks.,track_order
Take back my order. thanks.,return_product
I am not getting the OTP to login.,account_login
Urgent: Can you check if my payment went through?,payment_issue
"I want to know The item is damaged, I need to return it.",return_product
Please I want to talk to a human. please.,human_escalate
"Hi, I am very disappointed with the jeans. thanks.",complaint_register
Urgent: Please abort my delivery for jeans. please.,cancel_order
Can you tell me My login is failing. now.,account_login
Urgent: Schedule a pickup for returning my order. ASAP.,return_product
Please How can I return order ORD6170? please.,return_product
Can I change the attributes of order ORD9171? thanks.,order_modify
Please Change my address for order ORD1543. ASAP.,change_address
I want to know I want to file a complaint. thanks.,complaint_register
Urgent: Bulk discount available? now.,bulk_order
Please Why isn't the OFF38 applying to my cart?,coupon_apply
I want to know Why isn't the OFF35 applying to my cart? now.,coupon_apply
Urgent: The service for order ORD9474 was terrible. please.,complaint_register
Can you tell me Is my order out for delivery?,track_order
Urgent: Account USR941 is inaccessible. ASAP.,account_login
Does it come with a guarantee? thanks.,warranty_info
I want to know Store timings in Kolkata? ASAP.,store_hours
Please I need to speak to the manager. thanks.,human_escalate
I want to know Ship the kurta to my new address. thanks.,change_address
I want to know Deliver this to Bangalore instead.,change_address
"Hi, Where can I register my grievance?",complaint_register
Can I upload photos for my review of watch? now.,product_review
I want to know Do you have this in stock?,product_availability
"Hi, I want to file a complaint. ASAP.",complaint_register
Can you tell me I want this perfume. Is it available? ASAP.,product_availability
I am not getting the OTP to login.,account_login
Can you tell me Account USR478 is inaccessible. thanks.,account_login
Urgent: Can you check if my payment went through? please.,payment_issue
Urgent: Why is my payment pending? please.,payment_issue
Is the mobile available in size free size? please.,product_availability
Complaint about the courier in Jaipur. please.,complaint_register
Urgent: Please abort my delivery for laptop. ASAP.,cancel_order
I want to know I want to track order ORD5090. now.,track_order
Can you tell me Remove jeans from order ORD2051.,order_modify
Can you tell me Is shipping free? ASAP.,shipping_cost
Send this wrapped to Pune. thanks.,gift_wrapping
"Hi, Unlock my profile please. ASAP.",account_login
How fast can you deliver to Kolkata? now.,delivery_time
Urgent: Connect me to an agent.,human_escalate
I want to know Can I upload photos for my review of perfume?,product_review
"I want to know The item is damaged, I need to return it.",return_product
"Hi, Can I cancel the order I placed yesterday? ASAP.",cancel_order
I want to know Exchange my order ORD4691.,exchange_product
Urgent: I want this kurta. Is it available?,product_availability
Can you tell me Amount deducted from my account erroneously. ASAP.,payment_issue
Urgent: I want to track order ORD6502. please.,track_order
"Hi, Leave a comment on the product.",product_review
Can you tell me Money deducted but order not placed. please.,payment_issue
Can you tell me Complaint about the courier in Hyderabad. please.,complaint_register
What is the warranty on this laptop? thanks.,warranty_info
I want to know Can I buy wholesale?,bulk_order
I want to know Can I add saree to my current order?,order_modify
My login is failing. now.,account_login
Can you tell me Can I get a customer service representative?,human_escalate
Can you tell me Can I cancel the order I placed yesterday? ASAP.,cancel_order
"Hi, When will I get my refund? now.",refund_status
"Hi, Human intervention required. please.",human_escalate
"Hi, Are you currently open? now.",store_hours
Let me speak to customer care. ASAP.,human_escalate
"Can you tell me The item is damaged, I need to return it. thanks.",return_product
Please Can I apply coupon on shoes?,coupon_apply
When will order ORD2375 arrive?,track_order
Can you tell me What does the warranty cover? ASAP.,warranty_info
Can you tell me I am not getting the OTP to login. ASAP.,account_login
Check my refund status for ORD6081. now.,refund_status
I was charged twice for order ORD1981.,payment_issue
Can you tell me How do I apply for an exchange?,exchange_product
I want to know Update my cart for order ORD3724.,order_modify
Cancel this order immediately. now.,cancel_order
"Urgent: The app says payment failed, but my bank says successful.",payment_issue
Urgent: What are the shipping fees? now.,shipping_cost
"Hi, This shoes is defective, I need a return. thanks.",return_product
"Hi, Can I upload photos for my review of mobile? now.",product_review
"Hi, Corporate order for our office in Ahmedabad. ASAP.",bulk_order
I want to know I was charged twice for order ORD3511. now.,payment_issue
Please Can you wrap this jeans as a gift?,gift_wrapping
"Hi, Tell me about the warranty terms. now.",warranty_info
What is the warranty on this laptop?,warranty_info
I want to know When will I get my refund?,refund_status
Urgent: I forgot to apply my coupon OFF45.,coupon_apply
"Hi, When will the jeans be back in stock?",product_availability
I want to know How to add a product review? please.,product_review
Can you tell me Connect me to an agent.,human_escalate
I want to know I want this shoes. Is it available? thanks.,product_availability
Can you tell me Register a complaint regarding order ORD3566. ASAP.,complaint_register
How do I review this perfume? thanks.,product_review
Urgent: My account is locked. please.,account_login
Can you tell me Can I apply coupon on watch? now.,coupon_apply
"Hi, The service for order ORD1255 was terrible. please.",complaint_register
Please Where can I write a product review?,product_review
What is the estimated delivery time?,delivery_time
Can you tell me Account USR553 is inaccessible. please.,account_login
Please Tell me the operating hours.,store_hours
Urgent: Complaint about the courier in Ahmedabad. ASAP.,complaint_register
Please How to edit delivery address? now.,change_address
"Hi, Payment issue with my recent transaction. please.",payment_issue
"Hi, Will I receive my order by tomorrow?",delivery_time
I want to know I want to talk to a human. thanks.,human_escalate
Urgent: Can I buy wholesale? thanks.,bulk_order
Please My voucher is not working.,coupon_apply
Can you track my order? thanks.,track_order
"Hi, I can't log into my account. now.",account_login
Can you tell me I am tired of talking to a bot. ASAP.,human_escalate
"Can you tell me I don't like the shoes, arrange for a return. ASAP.",return_product
Is my order out for delivery?,track_order
I want to know I need a smaller size for my perfume. now.,exchange_product
"Hi, Transfer me to a real person.",human_escalate
Where can I write a product review? please.,product_review
Please How do I reset my password? please.,account_login
Can you tell me What is the delivery charge? please.,shipping_cost
Can you tell me Is the Chennai branch open on Sunday? thanks.,store_hours
Please Remove bag from order ORD2131. now.,order_modify
"Please This kurta is defective, I need a return.",return_product
Store opening schedule? thanks.,store_hours
Can you tell me Can I exchange size L for another size? ASAP.,exchange_product
I want to know Can I change shipping address to Bangalore? thanks.,change_address
Please Tell me the operating hours. ASAP.,store_hours
Exchange my order ORD1476. ASAP.,exchange_product
I want to know How to use promo code? thanks.,coupon_apply
Exchange my order ORD9240. now.,exchange_product
Why is my order delayed? now.,track_order
Urgent: I was charged twice for order ORD3553. please.,payment_issue
I want to know Gift wrapping cost? ASAP.,gift_wrapping
I want to know When will the shoes be back in stock? now.,product_availability
Urgent: When will order ORD4018 arrive? ASAP.,track_order
"Hi, Do you provide a discount for 55 pieces of shoes?",bulk_order
Do you have this in stock? please.,product_availability
"Hi, Amount deducted from my account erroneously. please.",payment_issue
I want to know I want to exchange this jeans.,exchange_product
I want to return this mobile. ASAP.,return_product
Update my cart for order ORD9886. thanks.,order_modify
Can you tell me Can I apply coupon on t-shirt? now.,coupon_apply
Can you tell me When will I get my refund? now.,refund_status
"Hi, When will my order ORD2633 be delivered?",delivery_time
Can you tell me Promo code OFF50 is not accepted. please.,coupon_apply
Refund status for my returned bag? now.,refund_status
My t-shirt is under warranty. please.,warranty_info
Please abort my delivery for laptop. now.,cancel_order
Please When will I get my refund? thanks.,refund_status
I ordered 82 but I want more. now.,order_modify
When do you close today?,store_hours
I want to know Cancel the t-shirt I bought. now.,cancel_order
"Hi, I paid for the shoes but didn't get confirmation.",payment_issue
My coupon code OFF11 is not working. now.,coupon_apply
Can you tell me Where is my money for order ORD2304? ASAP.,refund_status
Please Can I rate the seller? please.,product_review
Where can I write a product review? ASAP.,product_review
Urgent: I want to change my delivery address. please.,change_address
Please How long does shipping take?,delivery_time
How to share my feedback on the jeans?,product_review
Can you tell me My voucher is not working. ASAP.,coupon_apply
Connect me to an agent.,human_escalate
Can you tell me How to edit delivery address? thanks.,change_address
"Hi, My account is locked. ASAP.",account_login
Can you tell me Modify my order items. thanks.,order_modify
Please Do you have this in stock?,product_availability
Please I need to speak to the manager.,human_escalate
I want to know What is the delivery charge? ASAP.,shipping_cost
Can I upload photos for my review of t-shirt?,product_review
Please I need to speak to the manager. thanks.,human_escalate
Urgent: Gift wrapping cost? thanks.,gift_wrapping
Can I add t-shirt to my current order?,order_modify
Can I get it delivered yesterday? thanks.,delivery_time
"Hi, When will order ORD2114 arrive? ASAP.",track_order
I want to know I want to exchange this jeans. ASAP.,exchange_product
"Can you tell me The app says payment failed, but my bank says successful. ASAP.",payment_issue
I want to know I paid for the shoes but didn't get confirmation.,payment_issue
Urgent: Gift wrapping cost?,gift_wrapping
Can you notify me when t-shirt is available? please.,product_availability
Urgent: I want to give 5 stars.,product_review
"Hi, Payment issue with my recent transaction. now.",payment_issue
I want to know B2B ordering process? ASAP.,bulk_order
What is the warranty on this kurta? thanks.,warranty_info
I want to give 5 stars. ASAP.,product_review
"Urgent: I put the wrong address, please change it. please.",change_address
Can I get a customer service representative? thanks.,human_escalate
Remove kurta from order ORD8183. thanks.,order_modify
"Hi, I need to report an issue with the delivery. ASAP.",complaint_register
I want to know I want gift packaging for order ORD2435. now.,gift_wrapping
Can you tell me What is the delivery charge?,shipping_cost
Please How do I cancel my recent order? please.,cancel_order
Urgent: I want to send the mobile back. now.,return_product
"Hi, Update the address for order ORD2911. thanks.",change_address
Please Promo code OFF41 is not accepted. ASAP.,coupon_apply
I want to know Are you currently open? thanks.,store_hours
Urgent: Shipping charges are too high. ASAP.,shipping_cost
Can you tell me Has the refund been initiated? thanks.,refund_status
Urgent: Cancel order ORD1721. now.,cancel_order
Please Complaint about the courier in Kolkata. now.,complaint_register
I want to know My coupon code OFF17 is not working. please.,coupon_apply
Can you tell me Can I apply coupon on kurta? ASAP.,coupon_apply
I want gift packaging for order ORD2706. please.,gift_wrapping
Put me through to support staff. ASAP.,human_escalate
When will order ORD4161 arrive? thanks.,track_order
I want to know Cancel order ORD3933.,cancel_order
I want to know I need a smaller size for my kurta.,exchange_product
Urgent: How many days for the refund to process? thanks.,refund_status
"Hi, Complaint about the courier in Delhi.",complaint_register
How do I apply for an exchange? now.,exchange_product
Modify my order items. thanks.,order_modify
Can I cancel the order I placed 2 days ago? thanks.,cancel_order
Update my cart for order ORD7514. now.,order_modify
Urgent: I am waiting for my refund since yesterday. please.,refund_status
I want this kurta. Is it available? now.,product_availability
I want to know Do I have to pay shipping for order ORD2952? now.,shipping_cost
"Hi, I want to file a complaint. thanks.",complaint_register
Can you tell me Refund status for my returned laptop?,refund_status
Please Can you wrap this saree as a gift? please.,gift_wrapping
Can you tell me Can I change the attributes of order ORD8382? thanks.,order_modify
Please Can I return the kurta I bought Friday? thanks.,return_product
Deliver this to Surat instead. please.,change_address
Urgent: Cancel order ORD7339. thanks.,cancel_order
Can I upload photos for my review of bag? thanks.,product_review
"Hi, What are your business hours?",store_hours
"Can you tell me The item is damaged, I need to return it.",return_product
The service for order ORD2765 was terrible. now.,complaint_register
How to claim guarantee? please.,warranty_info
Can you tell me Human intervention required. ASAP.,human_escalate
"Can you tell me Your customer service is bad, I want to complain. thanks.",complaint_register
I want to know How much do you charge for shipping? ASAP.,shipping_cost
Urgent: How many days to deliver to Chennai? thanks.,delivery_time
Please I want to leave a rating.,product_review
Warranty period please.,warranty_info
I want to swap this item. thanks.,exchange_product
Can you tell me I ordered 92 but I want more. now.,order_modify
Please Show me t-shirts in stock.,product_availability
Can you tell me Exchange POLICY? now.,exchange_product
"Can you tell me The kurta doesn't fit, want an exchange. now.",exchange_product
I want to know Let me speak to customer care.,human_escalate
How many months of warranty for jeans?,warranty_info
I want to know What are the shipping fees?,shipping_cost
Can I get a perfume in 7 instead? ASAP.,exchange_product
I am waiting for my refund since 15th August. ASAP.,refund_status
Can you tell me Can I get a jeans in S instead?,exchange_product
Urgent: I want to modify order ORD4788.,order_modify
Please Does it come with a guarantee?,warranty_info
Can you tell me Gift wrap this please.,gift_wrapping
"Hi, Do I have to pay shipping for order ORD1928? please.",shipping_cost
I want to know Change my address for order ORD9212. thanks.,change_address
I want to know What are the shipping fees?,shipping_cost
Do I have to pay shipping for order ORD8174? now.,shipping_cost
Please Can I get free delivery on perfume? now.,shipping_cost
How do I apply for an exchange? now.,exchange_product
Please abort my delivery for laptop. ASAP.,cancel_order
"Hi, Availability of saree please.",product_availability
Is my order out for delivery? thanks.,track_order
Urgent: I forgot to apply my coupon OFF14.,coupon_apply
How many days to deliver to Chennai? please.,delivery_time
Deliver this to Ahmedabad instead. ASAP.,change_address
Urgent: Is there an option to send saree as a gift? please.,gift_wrapping
Can you tell me Exchange my order ORD9408. now.,exchange_product
Can you tell me What time does your store open? thanks.,store_hours
Why can't I apply this discount? please.,coupon_apply
"Please I don't need the t-shirt anymore, cancel. thanks.",cancel_order
Urgent: I want to swap this item.,exchange_product
Can you tell me I want to send the jeans back.,return_product
"Hi, Can I add watch to my current order? ASAP.",order_modify
"Hi, Connect me to an agent. now.",human_escalate
"Can you tell me I put the wrong address, please change it. ASAP.",change_address
Can you tell me Coupon OFF45 says invalid. ASAP.,coupon_apply
Urgent: Bulk discount available? thanks.,bulk_order
I want to know Can I buy wholesale? ASAP.,bulk_order
"Hi, How do I review this t-shirt? ASAP.",product_review
I want to know I can't log into my account. ASAP.,account_login
Take my complaint.,complaint_register
Urgent: Amount deducted from my account erroneously. now.,payment_issue
Please How do I reset my password?,account_login
Can you tell me Help me recover my account. thanks.,account_login
I want to know Why can't I apply this discount?,coupon_apply
How many days to deliver to Delhi? now.,delivery_time
Urgent: Can I change the attributes of order ORD4872? please.,order_modify
I am tired of talking to a bot.,human_escalate
I want to know I want to give 5 stars. please.,product_review
"Hi, Ship the saree to my new address. thanks.",change_address
I want to know What is the estimated delivery time? please.,delivery_time
"Hi, Help me recover my account. please.",account_login
Where is my money for order ORD5107? ASAP.,refund_status
Can you tell me What are the shipping fees?,shipping_cost
"I changed my mind, cancel order ORD7266. please.",cancel_order
Show me jeanss in stock. thanks.,product_availability
I want to know Deliver this to Delhi instead. thanks.,change_address
Unlock my profile please. please.,account_login
Please Do you have this in stock? now.,product_availability
"Hi, Store timings in Pune? thanks.",store_hours
Can you tell me Store timings in Surat? thanks.,store_hours
Please I want to exchange this saree. please.,exchange_product
Can you tell me Is the watch available in size 8?,product_availability
How do I reset my password?,account_login
Urgent: What are the shipping fees?,shipping_cost
"Hi, What is the delivery charge?",shipping_cost
I want to know Ship the watch to my new address. thanks.,change_address
"Hi, What are your business hours? please.",store_hours
"Hi, Exchange my order ORD2264. thanks.",exchange_product
I want to know Unable to sign in. ASAP.,account_login
Can you tell me Why is my payment pending? please.,payment_issue
Please I ordered 89 but I want more. thanks.,order_modify
Please Stop the shipment for ORD5072. please.,cancel_order
Please I want to return this laptop.,return_product
Give me the tracking link for my laptop. ASAP.,track_order
"Can you tell me I don't need the laptop anymore, cancel.",cancel_order
"Hi, Can you notify me when perfume is available? thanks.",product_availability
How do I reset my password? thanks.,account_login
"Hi, Where is my order? ASAP.",track_order
I am waiting for my refund since 10th October. please.,refund_status
I want to know Where can I write a product review? ASAP.,product_review
I want to know I want to file a complaint.,complaint_register
Urgent: Let me speak to customer care. thanks.,human_escalate
"Hi, Can I rate the seller?",product_review
Please How to share my feedback on the jeans? thanks.,product_review
Please The discount code OFF20 is showing an error. please.,coupon_apply
Can you tell me I want to send the laptop back. thanks.,return_product
"Hi, When will the perfume be back in stock? now.",product_availability
Please I am not getting the OTP to login. ASAP.,account_login
When will the t-shirt be back in stock?,product_availability
What time does your store open? thanks.,store_hours
I want to know What is the status of my order ORD6920?,track_order
Please I want to talk to a human. ASAP.,human_escalate
I am not getting the OTP to login. thanks.,account_login
I want to know Give me the tracking link for my saree. ASAP.,track_order
Please I forgot to apply my coupon OFF20. ASAP.,coupon_apply
Can you wrap this kurta as a gift? please.,gift_wrapping
I want to know I am not getting the OTP to login.,account_login
Urgent: Cancel the kurta I bought.,cancel_order
Change my address for order ORD7530.,change_address
How many days to deliver to Jaipur? please.,delivery_time
Availability of watch please.,product_availability
I want to know When do you close today? ASAP.,store_hours
"I want to know This bag is defective, I need a return.",return_product
"Hi, How can I return order ORD5397?",return_product
"Hi, How do I cancel my recent order? please.",cancel_order
